id,activity_month,registration_month,region,operating_system,user_class
id_25141,9,8,ROW,Windows,Retained
id_25148,9,7,ROW,Mac,Retained
id_25159,9,9,America,Windows,New
id_25164,9,9,ROW,Windows,New
id_25168,9,9,ROW,Windows,New
id_25183,9,9,America,Windows,New
id_25191,9,9,ROW,Unknown,New
id_25193,9,4,ROW,Windows,Resurrected
id_25197,9,9,ROW,Windows,New
id_25214,9,5,ROW,Windows,Resurrected
id_25230,9,8,ROW,Windows,Retained
id_25242,9,9,ROW,Linux,New
id_25247,9,5,ROW,Mac,Resurrected
id_25260,9,6,EMEA,Linux,Retained
id_25263,9,7,America,Windows,Resurrected
id_25265,9,1,ROW,Windows,Resurrected
id_25267,9,9,ROW,Linux,New
id_25273,9,8,ROW,Windows,Retained
id_25278,9,5,ROW,Windows,Resurrected
id_25285,9,9,ROW,Unknown,New
id_25286,9,3,EMEA,Windows,Resurrected
id_25320,9,5,ROW,Windows,Resurrected
id_25333,9,9,EMEA,Unknown,New
id_25338,9,8,ROW,Windows,Retained
id_25347,9,8,EMEA,Windows,Retained
id_25381,9,9,EMEA,Windows,New
id_25386,9,9,EMEA,Unknown,New
id_25387,9,5,EMEA,Windows,Resurrected
id_25390,9,9,EMEA,Windows,New
id_25392,9,8,ROW,Windows,Retained
id_25418,9,6,ROW,Windows,Retained
id_25426,9,3,ROW,Windows,Resurrected
id_25431,9,9,ROW,Windows,New
id_25436,9,9,America,Mac,New
id_25437,9,9,EMEA,Windows,New
id_25455,9,8,ROW,Windows,Retained
id_25484,9,9,EMEA,Mac,New
id_25490,9,4,EMEA,Mac,Resurrected
id_25513,9,4,EMEA,Mac,Retained
id_25522,9,9,EMEA,Mac,New
id_25531,9,8,ROW,Mac,Retained
id_25538,9,8,ROW,Unknown,Retained
id_25550,9,5,EMEA,Windows,Retained
id_25567,9,2,EMEA,Windows,Resurrected
id_25572,9,9,EMEA,Mac,New
id_25574,9,9,ROW,Unknown,New
id_25598,9,8,ROW,Windows,Retained
id_25613,9,9,America,Windows,New
id_25623,9,9,ROW,Windows,New
id_25680,9,9,EMEA,Windows,New
id_25684,9,9,ROW,Windows,New
id_25689,9,8,ROW,Unknown,Retained
id_25696,9,9,ROW,Windows,New
id_25700,9,5,America,Windows,Resurrected
id_25703,9,9,ROW,Unknown,New
id_25704,9,7,ROW,Windows,Retained
id_25717,9,6,America,Windows,Retained
id_25729,9,9,ROW,Unknown,New
id_25740,9,9,EMEA,Windows,New
id_25747,9,9,ROW,Windows,New
id_25752,9,8,America,Windows,Retained
id_25762,9,9,America,Mac,New
id_25771,9,8,ROW,Unknown,Retained
id_25773,9,8,America,Windows,Retained
id_25774,9,8,America,Mac,Retained
id_25778,9,9,ROW,Windows,New
id_25779,9,9,America,Mac,New
id_25791,9,9,America,Unknown,New
id_25794,9,8,EMEA,Windows,Resurrected
id_25821,9,9,America,Windows,New
id_25838,9,6,EMEA,Windows,Resurrected
id_25842,9,5,America,Mac,Resurrected
id_25848,9,9,EMEA,Windows,New
id_25853,9,8,ROW,Windows,Retained
id_25856,9,8,ROW,Linux,Retained
id_25857,9,8,America,Windows,Retained
id_25879,9,9,America,Windows,New
id_25897,9,9,ROW,Windows,New
id_25902,9,9,ROW,Windows,New
id_25933,9,9,ROW,Windows,New
id_25935,9,9,America,Windows,New
id_25947,9,9,ROW,Unknown,New
id_25964,9,9,America,Windows,New
id_25965,9,9,America,Windows,New
id_25978,9,3,EMEA,Windows,Resurrected
id_25982,9,8,ROW,Mac,Retained
id_25984,9,9,America,Windows,New
id_26028,9,8,America,Windows,Retained
id_26081,9,8,America,Windows,Retained
id_26091,9,9,ROW,Windows,New
id_26096,9,9,America,Mac,New
id_26109,9,6,EMEA,Windows,Resurrected
id_26114,9,7,America,Windows,Retained
id_26140,9,9,ROW,Windows,New
id_26144,9,7,ROW,Windows,Retained
id_26145,9,9,ROW,Windows,New
id_26147,9,9,EMEA,Unknown,New
id_26148,9,9,EMEA,Windows,New
id_26156,9,9,EMEA,Windows,New
id_26171,9,4,ROW,Windows,Resurrected
id_26175,9,8,ROW,Windows,Retained
id_26191,9,8,ROW,Windows,Retained
id_26200,9,7,ROW,Windows,Resurrected
id_26201,9,9,EMEA,Windows,New
id_26208,9,9,EMEA,Mac,New
id_26226,9,9,ROW,Mac,New
id_26246,9,8,ROW,Windows,Retained
id_26269,9,9,ROW,Unknown,New
id_26279,9,9,ROW,Mac,New
id_26289,9,9,ROW,Windows,New
id_26292,9,8,EMEA,Windows,Retained
id_26310,9,9,ROW,Windows,New
id_26321,9,9,ROW,Windows,New
id_26333,9,9,America,Windows,New
id_26341,9,2,ROW,Mac,Resurrected
id_26351,9,2,ROW,Mac,Resurrected
id_26352,9,4,ROW,Mac,Retained
id_26357,9,9,ROW,Mac,New
id_26369,9,9,America,Windows,New
id_26373,9,9,ROW,Mac,New
id_26387,9,9,ROW,Windows,New
id_26391,9,8,ROW,Windows,Retained
id_26401,9,8,ROW,Windows,Retained
id_26402,9,1,EMEA,Mac,Resurrected
id_26414,9,8,America,Mac,Retained
id_26421,9,9,EMEA,Windows,New
id_26424,9,5,EMEA,Windows,Resurrected
id_26442,9,9,ROW,Windows,New
id_26447,9,8,America,Windows,Retained
id_26452,9,5,EMEA,Windows,Resurrected
id_26454,9,9,ROW,Windows,New
id_26457,9,9,America,Windows,New
id_26473,9,4,America,Windows,Retained
id_26475,9,9,America,Windows,New
id_26484,9,8,ROW,Unknown,Retained
id_26488,9,9,ROW,Unknown,New
id_26500,9,9,ROW,Windows,New
id_26503,9,9,America,Unknown,New
id_26507,9,9,EMEA,Mac,New
id_26524,9,8,America,Windows,Retained
id_26539,9,8,ROW,Mac,Retained
id_26552,9,9,EMEA,Windows,New
id_26558,9,8,ROW,Windows,Retained
id_26565,9,6,ROW,Windows,Retained
id_26570,9,8,EMEA,Windows,Retained
id_26575,9,6,ROW,Windows,Retained
id_26588,9,6,ROW,Windows,Resurrected
id_26601,9,2,America,Windows,Retained
id_26629,9,8,ROW,Windows,Retained
id_26631,9,8,America,Windows,Retained
id_26636,9,9,ROW,Windows,New
id_26637,9,6,ROW,Unknown,Retained
id_26657,9,9,ROW,Windows,New
id_26671,9,8,ROW,Windows,Retained
id_26679,9,9,ROW,Windows,New
id_26685,9,2,ROW,Windows,Resurrected
id_26688,9,9,America,Windows,New
id_26692,9,9,ROW,Windows,New
id_26701,9,6,ROW,Windows,Retained
id_26707,9,9,ROW,Windows,New
id_26714,9,9,ROW,Unknown,New
id_26731,9,8,ROW,Windows,Retained
id_26758,9,9,ROW,Windows,New
id_26767,9,9,ROW,Windows,New
id_26768,9,9,ROW,Windows,New
id_26778,9,8,ROW,Windows,Retained
id_26791,9,9,ROW,Windows,New
id_26794,9,8,ROW,Mac,Retained
id_26797,9,8,ROW,Windows,Retained
id_26798,9,8,ROW,Windows,Retained
id_26799,9,9,America,Mac,New
id_26807,9,9,ROW,Windows,New
id_26815,9,9,America,Mac,New
id_26822,9,9,ROW,Windows,New
id_26823,9,8,ROW,Windows,Retained
id_26851,9,9,ROW,Windows,New
id_26853,9,9,ROW,Windows,New
id_26860,9,9,ROW,Windows,New
id_26864,9,9,ROW,Unknown,New
id_26865,9,9,ROW,Windows,New
id_26873,9,7,ROW,Windows,Resurrected
id_26874,9,1,ROW,Windows,Retained
id_26888,9,9,ROW,Unknown,New
id_26889,9,9,ROW,Windows,New
id_26892,9,8,ROW,Unknown,Retained
id_26898,9,9,America,Windows,New
id_26921,9,6,ROW,Windows,Retained
id_26923,9,2,ROW,Windows,Retained
id_26933,9,7,ROW,Unknown,Retained
id_26949,9,9,America,Unknown,New
id_26952,9,9,ROW,Linux,New
id_26955,9,9,America,Windows,New
id_26961,9,9,ROW,Mac,New
id_26967,9,6,ROW,Windows,Resurrected
id_26970,9,8,ROW,Windows,Retained
id_26973,9,9,ROW,Windows,New
id_26993,9,9,America,Windows,New
id_27006,9,2,ROW,Unknown,Retained
id_27016,9,9,ROW,Windows,New
id_27034,9,9,ROW,Linux,New
id_27043,9,8,ROW,Mac,Retained
id_27065,9,6,America,Windows,Retained
id_27071,9,6,America,Windows,Retained
id_27074,9,8,ROW,Windows,Retained
id_27085,9,2,ROW,Windows,Resurrected
id_27134,9,9,America,Windows,New
id_27149,9,8,ROW,Windows,Retained
id_27154,9,7,ROW,Windows,Resurrected
id_27168,9,9,America,Windows,New
id_27189,9,9,EMEA,Mac,New
id_27193,9,9,EMEA,Mac,New
id_27198,9,9,EMEA,Unknown,New
id_27248,9,9,ROW,Windows,New
id_27254,9,9,ROW,Windows,New
id_27278,9,8,America,Windows,Retained
id_27284,9,9,ROW,Windows,New
id_27300,9,9,ROW,Windows,New
id_27305,9,9,ROW,Windows,New
id_27306,9,8,ROW,Windows,Retained
id_27307,9,7,ROW,Windows,Resurrected
id_27308,9,9,America,Windows,New
id_27323,9,9,ROW,Windows,New
id_27329,9,1,ROW,Windows,Retained
id_27331,9,9,ROW,Windows,New
id_27336,9,8,ROW,Unknown,Retained
id_27357,9,9,ROW,Windows,New
id_27358,9,9,ROW,Windows,New
id_27369,9,6,ROW,Windows,Retained
id_27372,9,7,ROW,Unknown,Resurrected
id_27382,9,8,ROW,Windows,Retained
id_27403,9,9,ROW,Unknown,New
id_27425,9,1,ROW,Mac,Retained
id_27435,9,7,ROW,Windows,Retained
id_27449,9,9,ROW,Windows,New
id_27459,9,9,EMEA,Windows,New
id_27468,9,9,ROW,Windows,New
id_27470,9,9,ROW,Windows,New
id_27472,9,9,ROW,Mac,New
id_27490,9,9,ROW,Mac,New
id_27512,9,9,ROW,Unknown,New
id_27514,9,8,ROW,Mac,Retained
id_27526,9,7,America,Mac,Retained
id_27530,9,9,ROW,Windows,New
id_27538,9,9,ROW,Windows,New
id_27544,9,8,ROW,Windows,Resurrected
id_27547,9,5,EMEA,Mac,Resurrected
id_27576,9,9,ROW,Windows,New
id_27578,9,9,America,Windows,New
id_27597,9,6,America,Unknown,Resurrected
id_27605,9,8,America,Windows,Retained
id_27613,9,1,ROW,Windows,Retained
id_27618,9,9,ROW,Mac,New
id_27627,9,9,ROW,Windows,New
id_27632,9,9,ROW,Unknown,New
id_27653,9,4,ROW,Windows,Resurrected
id_27660,9,9,ROW,Mac,New
id_27662,9,9,ROW,Windows,New
id_27667,9,9,ROW,Windows,New
id_27687,9,8,ROW,Unknown,Retained
id_27718,9,8,ROW,Unknown,Retained
id_27734,9,9,ROW,Mac,New
id_27739,9,3,ROW,Unknown,Resurrected
id_27740,9,9,ROW,Windows,New
id_27756,9,9,ROW,Windows,New
id_27772,9,2,America,Linux,Retained
id_27782,9,9,ROW,Unknown,New
id_27827,9,9,EMEA,Unknown,New
id_27829,9,9,EMEA,Mac,New
id_27865,9,9,America,Unknown,New
id_27894,9,9,ROW,Windows,New
id_27908,9,7,ROW,Windows,Retained
id_27913,9,2,America,Windows,Resurrected
id_27915,9,9,ROW,Mac,New
id_27921,9,9,ROW,Windows,New
id_27924,9,9,ROW,Windows,New
id_27944,9,8,ROW,Windows,Retained
id_27952,9,8,ROW,Unknown,Retained
id_27954,9,9,ROW,Windows,New
id_27956,9,8,ROW,Windows,Retained
id_27974,9,9,ROW,Unknown,New
id_27983,9,8,ROW,Windows,Retained
id_28021,9,6,ROW,Unknown,Resurrected
id_28022,9,8,ROW,Windows,Retained
id_28033,9,9,ROW,Windows,New
id_28040,9,8,America,Windows,Retained
id_28051,9,9,ROW,Windows,New
id_28060,9,3,EMEA,Mac,Retained
id_28075,9,9,ROW,Windows,New
id_28079,9,9,EMEA,Windows,New
id_28082,9,9,ROW,Windows,New
id_28083,9,5,ROW,Windows,Retained
id_28085,9,9,EMEA,Windows,New
id_28109,9,9,ROW,Windows,New
id_28114,9,9,ROW,Windows,New
id_28118,9,9,ROW,Unknown,New
id_28132,9,9,ROW,Unknown,New
id_28138,9,9,ROW,Windows,New
id_28143,9,3,ROW,Windows,Resurrected
id_28145,9,9,ROW,Mac,New
id_28152,9,5,ROW,Windows,Resurrected
id_28154,9,9,ROW,Windows,New
id_28165,9,9,ROW,Windows,New
id_28190,9,8,ROW,Windows,Resurrected
id_28199,9,5,ROW,Windows,Resurrected
id_28206,9,9,ROW,Windows,New
id_28210,9,8,ROW,Windows,Retained
id_28276,9,9,ROW,Windows,New
id_28308,9,3,America,Windows,Retained
id_28319,9,8,America,Windows,Retained
id_28326,9,7,America,Windows,Retained
id_28332,9,9,America,Unknown,New
id_28333,9,4,America,Windows,Retained
id_28342,9,9,America,Windows,New
id_28347,9,9,EMEA,Windows,New
id_28349,9,9,EMEA,Windows,New
id_28352,9,8,EMEA,Windows,Retained
id_28396,9,9,ROW,Windows,New
id_28408,9,5,America,Mac,Retained
id_28447,9,9,America,Windows,New
id_28452,9,9,EMEA,Mac,New
id_28459,9,9,America,Windows,New
id_28461,9,8,EMEA,Windows,Retained
id_28474,9,1,ROW,Windows,Resurrected
id_28489,9,9,EMEA,Unknown,New
id_28496,9,9,America,Windows,New
id_28498,9,3,ROW,Windows,Resurrected
id_28500,9,9,EMEA,Windows,New
id_28501,9,9,EMEA,Windows,New
id_28548,9,8,ROW,Windows,Retained
id_28564,9,9,EMEA,Linux,New
id_28586,9,9,America,Windows,New
id_28588,9,8,America,Mac,Retained
id_28592,9,5,EMEA,Windows,Resurrected
id_28599,9,9,ROW,Windows,New
id_28631,9,9,EMEA,Windows,New
id_28649,9,6,EMEA,Windows,Resurrected
id_28656,9,9,EMEA,Windows,New
id_28660,9,9,America,Windows,New
id_28682,9,9,EMEA,Windows,New
id_28683,9,9,EMEA,Unknown,New
id_28694,9,5,ROW,Windows,Retained
id_28705,9,9,EMEA,Mac,New
id_28723,9,9,EMEA,Windows,New
id_28726,9,9,EMEA,Mac,New
id_28727,9,9,EMEA,Unknown,New
id_28729,9,9,EMEA,Windows,New
id_28735,9,4,EMEA,Windows,Resurrected
id_28778,9,1,EMEA,Windows,Retained
id_28789,9,9,EMEA,Mac,New
id_28793,9,9,EMEA,Mac,New
id_28809,9,1,America,Mac,Resurrected
id_28822,9,1,EMEA,Mac,Retained
id_28835,9,9,EMEA,Windows,New
id_28836,9,2,EMEA,Windows,Resurrected
id_28853,9,1,EMEA,Windows,Resurrected
id_28854,9,9,America,Windows,New
id_28858,9,7,America,Windows,Retained
id_28868,9,9,America,Windows,New
id_28887,9,4,America,Mac,Retained
id_28888,9,7,ROW,Unknown,Retained
id_28898,9,5,America,Windows,Retained
id_28899,9,7,America,Windows,Resurrected
id_28911,9,9,EMEA,Mac,New
id_28917,9,8,ROW,Windows,Retained
id_28935,9,9,ROW,Unknown,New
id_28957,9,9,ROW,Windows,New
id_28958,9,8,America,Mac,Resurrected
id_28993,9,9,ROW,Windows,New
id_29002,9,9,ROW,Windows,New
id_29012,9,8,EMEA,Mac,Retained
id_29015,9,5,ROW,Windows,Retained
id_29021,9,9,ROW,Mac,New
id_29027,9,7,America,Windows,Resurrected
id_29035,9,5,ROW,Windows,Retained
id_29037,9,7,America,Mac,Retained
id_29038,9,7,America,Mac,Resurrected
id_29039,9,8,America,Windows,Retained
id_29043,9,9,ROW,Unknown,New
id_29075,9,9,EMEA,Windows,New
id_29088,9,5,ROW,Windows,Resurrected
id_29090,9,1,ROW,Windows,Retained
id_29106,9,9,America,Windows,New
id_29107,9,8,ROW,Windows,Retained
id_29178,9,8,America,Mac,Resurrected
id_29197,9,9,ROW,Windows,New
id_29250,9,9,ROW,Unknown,New
id_29263,9,9,ROW,Windows,New
id_29294,9,6,ROW,Windows,Resurrected
id_29305,9,9,ROW,Windows,New
id_29313,9,9,America,Windows,New
id_29315,9,4,ROW,Windows,Retained
id_29318,9,9,ROW,Windows,New
id_29321,9,4,America,Windows,Retained
id_29330,9,9,ROW,Windows,New
id_29356,9,9,America,Unknown,New
id_29372,9,9,America,Windows,New
id_29379,9,9,EMEA,Windows,New
id_29385,9,8,ROW,Linux,Retained
id_29389,9,8,America,Windows,Retained
id_29395,9,8,ROW,Windows,Resurrected
id_29403,9,8,America,Windows,Retained
id_29413,9,9,ROW,Windows,New
id_29425,9,7,America,Mac,Resurrected
id_29440,9,9,EMEA,Windows,New
id_29446,9,8,America,Windows,Retained
id_29455,9,9,ROW,Windows,New
id_29471,9,9,EMEA,Windows,New
id_29478,9,9,ROW,Windows,New
id_29487,9,9,America,Windows,New
id_29494,9,9,ROW,Windows,New
id_29506,9,8,America,Windows,Retained
id_29530,9,6,EMEA,Windows,Retained
id_29550,9,9,EMEA,Mac,New
id_29551,9,8,ROW,Windows,Retained
id_29596,9,6,EMEA,Windows,Resurrected
id_29607,9,9,ROW,Windows,New
id_29615,9,9,ROW,Windows,New
id_29629,9,8,ROW,Windows,Retained
id_29631,9,9,EMEA,Windows,New
id_29672,9,8,EMEA,Windows,Retained
id_29677,9,9,ROW,Windows,New
id_29684,9,9,America,Windows,New
id_29686,9,9,ROW,Mac,New
id_29695,9,8,ROW,Unknown,Resurrected
id_29707,9,8,ROW,Windows,Retained
id_29713,9,8,America,Windows,Retained
id_29732,9,9,EMEA,Unknown,New
id_29734,9,6,EMEA,Mac,Resurrected
id_29760,9,8,America,Windows,Retained
id_29766,9,9,EMEA,Windows,New
id_29770,9,9,EMEA,Windows,New
id_29780,9,9,ROW,Windows,New
id_29783,9,9,ROW,Windows,New
id_29807,9,6,ROW,Windows,Resurrected
id_29808,9,9,America,Windows,New
id_29810,9,3,America,Windows,Retained
id_29811,9,8,ROW,Mac,Retained
id_29823,9,2,America,Windows,Retained
id_29831,9,9,EMEA,Windows,New
id_29836,9,9,America,Mac,New
id_29842,9,9,ROW,Windows,New
id_29853,9,9,EMEA,Windows,New
id_29859,9,9,ROW,Windows,New
id_29872,9,9,ROW,Mac,New
id_29880,9,9,America,Unknown,New
id_29887,9,9,America,Windows,New
id_29893,9,9,ROW,Unknown,New
id_29906,9,7,ROW,Windows,Retained
id_29914,9,9,ROW,Windows,New
id_29927,9,8,ROW,Mac,Retained
id_29943,9,9,America,Windows,New
id_29945,9,8,America,Windows,Retained
id_29948,9,9,ROW,Linux,New
id_29950,9,4,ROW,Windows,Resurrected
id_29963,9,4,ROW,Windows,Retained
id_29969,9,8,ROW,Windows,Retained
id_29987,9,8,ROW,Mac,Retained
id_29991,9,6,ROW,Windows,Retained
id_29994,9,9,ROW,Mac,New
id_30000,9,8,America,Mac,Retained
id_30003,9,8,ROW,Mac,Retained
id_30004,9,8,ROW,Unknown,Retained
id_30006,9,8,ROW,Windows,Retained
id_30039,9,9,ROW,Windows,New
id_30040,9,8,America,Windows,Retained
id_30058,9,7,ROW,Windows,Resurrected
id_30064,9,9,ROW,Windows,New
id_30091,9,1,America,Windows,Retained
id_30094,9,8,ROW,Windows,Retained
id_30097,9,9,ROW,Windows,New
id_30104,9,9,EMEA,Windows,New
id_30141,9,9,America,Windows,New
id_30157,9,9,EMEA,Unknown,New
id_30160,9,9,ROW,Mac,New
id_30189,9,9,EMEA,Windows,New
id_30196,9,4,EMEA,Windows,Retained
id_30226,9,9,America,Windows,New
id_30240,9,9,EMEA,Mac,New
id_30241,9,9,EMEA,Windows,New
id_30246,9,8,ROW,Windows,Retained
id_30249,9,8,ROW,Windows,Retained
id_30252,9,6,EMEA,Unknown,Resurrected
id_30267,9,9,America,Mac,New
id_30272,9,5,ROW,Windows,Retained
id_30295,9,9,EMEA,Windows,New
id_30307,9,5,ROW,Windows,Retained
id_30314,9,9,EMEA,Linux,New
id_30341,9,5,America,Unknown,Resurrected
id_30350,9,9,ROW,Windows,New
id_30382,9,8,ROW,Windows,Retained
id_30383,9,9,ROW,Unknown,New
id_30385,9,7,ROW,Unknown,Resurrected
id_30392,9,1,ROW,Windows,Resurrected
id_30393,9,9,EMEA,Windows,New
id_30400,9,9,America,Windows,New
id_30408,9,9,America,Windows,New
id_30433,9,7,EMEA,Linux,Retained
id_30439,9,8,America,Windows,Retained
id_30470,9,9,ROW,Mac,New
id_30482,9,9,EMEA,Windows,New
id_30483,9,9,EMEA,Windows,New
id_30487,9,9,America,Windows,New
id_30506,9,9,ROW,Windows,New
id_30516,9,9,EMEA,Windows,New
id_30544,9,9,ROW,Windows,New
id_30552,9,9,ROW,Windows,New
id_30554,9,9,ROW,Unknown,New
id_30568,9,7,EMEA,Mac,Retained
id_30579,9,9,ROW,Windows,New
id_30580,9,5,ROW,Windows,Resurrected
id_30640,9,9,ROW,Windows,New
id_30641,9,9,EMEA,Windows,New
id_30670,9,1,ROW,Unknown,Resurrected
id_30682,9,9,EMEA,Windows,New
id_30702,9,3,ROW,Windows,Retained
id_30736,9,9,ROW,Mac,New
id_30748,9,9,ROW,Windows,New
id_30755,9,9,ROW,Unknown,New
id_30761,9,9,ROW,Mac,New
id_30819,9,9,America,Windows,New
id_30827,9,8,ROW,Unknown,Resurrected
id_30835,9,7,ROW,Unknown,Retained
id_30840,9,9,ROW,Windows,New
id_30844,9,9,America,Windows,New
id_30855,9,8,ROW,Windows,Retained
id_30862,9,9,America,Windows,New
id_30865,9,9,America,Windows,New
id_30866,9,1,ROW,Unknown,Resurrected
id_30868,9,9,America,Mac,New
id_30875,9,8,ROW,Windows,Resurrected
id_30879,9,8,America,Windows,Retained
id_30899,9,9,ROW,Windows,New
id_30908,9,7,America,Windows,Retained
id_30917,9,9,ROW,Windows,New
id_30926,9,7,America,Windows,Retained
id_30928,9,9,ROW,Windows,New
id_30933,9,9,ROW,Mac,New
id_30952,9,8,ROW,Windows,Retained
id_30955,9,9,ROW,Windows,New
id_30971,9,8,ROW,Windows,Retained
id_30978,9,9,EMEA,Windows,New
id_30981,9,7,EMEA,Mac,Retained
id_30982,9,9,ROW,Windows,New
id_30987,9,9,ROW,Unknown,New
id_30989,9,9,ROW,Windows,New
id_31010,9,7,EMEA,Windows,Resurrected
id_31025,9,9,ROW,Windows,New
id_31028,9,9,ROW,Windows,New
id_31043,9,9,America,Windows,New
id_31044,9,8,ROW,Unknown,Retained
id_31060,9,9,EMEA,Unknown,New
id_31068,9,9,ROW,Linux,New
id_31078,9,9,ROW,Windows,New
id_31084,9,8,ROW,Windows,Retained
id_31086,9,5,ROW,Windows,Resurrected
id_31094,9,9,ROW,Windows,New
id_31117,9,9,ROW,Windows,New
id_31122,9,9,ROW,Windows,New
id_31130,9,9,ROW,Unknown,New
id_31133,9,9,ROW,Windows,New
id_31137,9,8,ROW,Windows,Retained
id_31143,9,6,EMEA,Windows,Retained
id_31232,9,8,ROW,Windows,Retained
id_31268,9,9,ROW,Windows,New
id_31288,9,9,America,Windows,New
id_31289,9,8,ROW,Unknown,Retained
id_31298,9,9,ROW,Unknown,New
id_31338,9,7,ROW,Windows,Retained
id_31342,9,5,ROW,Windows,Resurrected
id_31347,9,9,America,Windows,New
id_31358,9,9,ROW,Windows,New
id_31398,9,6,ROW,Windows,Resurrected
id_31400,9,5,ROW,Windows,Resurrected
id_31425,9,8,ROW,Windows,Retained
id_31429,9,8,ROW,Unknown,Retained
id_31430,9,8,America,Windows,Retained
id_31436,9,1,ROW,Windows,Retained
id_31452,9,9,ROW,Windows,New
id_31464,9,5,ROW,Windows,Resurrected
id_31470,9,9,ROW,Linux,New
id_31473,9,9,ROW,Windows,New
id_31474,9,8,ROW,Windows,Retained
id_31496,9,3,America,Windows,Retained
id_31503,9,9,ROW,Linux,New
id_31509,9,8,ROW,Windows,Resurrected
id_31510,9,9,ROW,Windows,New
id_31521,9,7,ROW,Mac,Retained
id_31522,9,8,ROW,Windows,Retained
id_31529,9,8,ROW,Mac,Retained
id_31531,9,9,EMEA,Windows,New
id_31534,9,8,America,Mac,Retained
id_31549,9,2,ROW,Unknown,Resurrected
id_31556,9,9,America,Windows,New
id_31570,9,8,ROW,Windows,Retained
id_31584,9,9,ROW,Windows,New
id_31585,9,9,ROW,Windows,New
id_31603,9,9,ROW,Windows,New
id_31624,9,8,ROW,Windows,Resurrected
id_31633,9,9,ROW,Unknown,New
id_31646,9,8,EMEA,Windows,Retained
id_31669,9,9,EMEA,Windows,New
id_31703,9,8,ROW,Windows,Retained
id_31716,9,9,ROW,Windows,New
id_31731,9,9,EMEA,Mac,New
id_31739,9,8,America,Windows,Retained
id_31743,9,3,EMEA,Mac,Resurrected
id_31747,9,9,America,Windows,New
id_31750,9,9,ROW,Windows,New
id_31771,9,9,ROW,Mac,New
id_31776,9,2,ROW,Unknown,Resurrected
id_31777,9,8,America,Windows,Retained
id_31779,9,8,ROW,Windows,Retained
id_31796,9,1,America,Mac,Resurrected
id_31798,9,9,ROW,Mac,New
id_31814,9,9,America,Windows,New
id_31818,9,8,America,Windows,Retained
id_31821,9,8,America,Mac,Retained
id_31825,9,9,ROW,Unknown,New
id_31828,9,5,ROW,Windows,Retained
id_31834,9,9,America,Mac,New
id_31855,9,8,ROW,Windows,Retained
id_31880,9,9,ROW,Windows,New
id_31881,9,5,America,Windows,Resurrected
id_31882,9,9,ROW,Windows,New
id_31896,9,8,ROW,Windows,Retained
id_31897,9,8,America,Windows,Retained
id_31898,9,9,ROW,Mac,New
id_31911,9,9,ROW,Mac,New
id_31918,9,3,ROW,Windows,Resurrected
id_31920,9,9,ROW,Windows,New
id_31925,9,9,America,Unknown,New
id_31931,9,9,EMEA,Windows,New
id_31939,9,9,America,Windows,New
id_31941,9,4,EMEA,Windows,Retained
id_31943,9,9,EMEA,Windows,New
id_31964,9,8,ROW,Unknown,Resurrected
id_31966,9,9,ROW,Unknown,New
id_31971,9,9,America,Mac,New
id_31981,9,9,ROW,Windows,New
id_31988,9,3,ROW,Windows,Resurrected
id_31989,9,8,ROW,Unknown,Resurrected
id_31992,9,9,ROW,Windows,New
id_31998,9,8,America,Windows,Retained
id_32002,9,8,America,Mac,Retained
id_32020,9,8,ROW,Unknown,Retained
id_32033,9,8,EMEA,Windows,Retained
id_32040,9,9,EMEA,Windows,New
id_32048,9,9,EMEA,Unknown,New
id_32057,9,9,EMEA,Windows,New
id_32058,9,9,EMEA,Mac,New
id_32074,9,6,ROW,Windows,Retained
id_32080,9,9,EMEA,Windows,New
id_32085,9,9,ROW,Mac,New
id_32086,9,9,EMEA,Windows,New
id_32088,9,3,EMEA,Windows,Resurrected
id_32094,9,9,EMEA,Windows,New
id_32097,9,4,ROW,Windows,Retained
id_32099,9,9,EMEA,Windows,New
id_32111,9,9,America,Windows,New
id_32112,9,8,ROW,Windows,Retained
id_32118,9,9,EMEA,Linux,New
id_32128,9,9,EMEA,Windows,New
id_32133,9,9,EMEA,Unknown,New
id_32142,9,9,EMEA,Windows,New
id_32155,9,9,EMEA,Windows,New
id_32156,9,5,ROW,Unknown,Resurrected
id_32165,9,8,ROW,Windows,Retained
id_32184,9,9,ROW,Windows,New
id_32185,9,3,EMEA,Windows,Resurrected
id_32191,9,9,ROW,Linux,New
id_32203,9,9,ROW,Windows,New
id_32217,9,8,ROW,Unknown,Resurrected
id_32218,9,9,EMEA,Windows,New
id_32222,9,9,EMEA,Unknown,New
id_32223,9,8,ROW,Windows,Retained
id_32280,9,8,ROW,Windows,Retained
id_32312,9,9,EMEA,Windows,New
id_32326,9,9,America,Mac,New
id_32341,9,9,ROW,Windows,New
id_32346,9,5,America,Windows,Resurrected
id_32347,9,8,America,Linux,Retained
id_32357,9,9,America,Windows,New
id_32362,9,7,EMEA,Windows,Resurrected
id_32378,9,9,EMEA,Unknown,New
id_32382,9,8,America,Windows,Retained
id_32398,9,3,ROW,Windows,Resurrected
id_32400,9,9,ROW,Windows,New
id_32405,9,3,ROW,Mac,Resurrected
id_32407,9,9,ROW,Windows,New
id_32409,9,8,ROW,Windows,Retained
id_32416,9,9,America,Mac,New
id_32456,9,8,America,Windows,Retained
id_32457,9,7,ROW,Windows,Retained
id_32464,9,9,ROW,Windows,New
id_32465,9,9,ROW,Windows,New
